ID,Last Name,First Name,Program,DOB,Age,Gender,City,Sub-program,Worker,Level of Support,Admission Date,Days Elapsed,Location/County,Referral Source
CLI000193,Reed,Dennis,ETS Employment and Training Services,1977-07-30,48,Female,,,,,2024-04-15,591,Toronto,"Self,  Family or Friend"
CLI000194,Kim,Nicholas,General Case Management  (for Court workers),1969-01-08,56,Male,,,,,2022-06-08,1268,Toronto,Internal Source
CLI000195,Gutierrez,Linda,General Case Management  (for Court workers),1986-08-12,39,Female,,,,,2018-01-23,2865,Toronto,"Other institution (e.g. rehabilitation,  long term care) "
CLI000196,White,Samantha,Open House Drop-In/MHJ (Case Management),1984-06-03,41,Female,Toronto,,,High,2025-04-29,212,Toronto,"Self,  Family or Friend"
CLI000197,Bennett,Kelly,1Housing - 145 Queen,1984-06-03,41,Female,Toronto,,,,2024-07-17,498,Toronto,"Self,  Family or Friend"
CLI000198,Vasquez,Ronald,ETS Employment and Training Services,1978-09-04,47,Male,,,,,2022-02-28,1368,Toronto,"Self,  Family or Friend"
CLI000199,Jones,Matthew,ETS Path to Employment,1978-09-04,47,Male,,,,,2022-03-01,1367,Toronto,Internal Source
CLI000200,Phillips,Ryan,ETS SSTEP,1978-09-04,47,Male,,,,,2022-02-28,1368,Toronto,Internal Source
CLI000201,Martinez,Kelly,ETS Employment Ontario,1978-09-04,47,Male,,,,,2022-03-22,1346,Toronto,Internal Source
CLI000202,Sullivan,Patrick,ETS Employment and Training Services,1992-04-17,33,Do not know,,,,,2019-08-22,2289,Toronto,"Self,  Family or Friend"
CLI000203,Murphy,Sharon,Court Diversion - Ontario Court of Justice 10 Armoury,1994-06-03,31,Female,Toronto,,,,2024-11-22,370,Toronto,External Source
CLI000204,Phillips,Ronald,Court Dual Diagnosis Justice Program,1994-06-03,31,Female,Toronto,,,Medium,2024-11-25,367,Toronto,"Self,  Family or Friend"
CLI000205,Thompson,James,Bridging Steps to Support,1984-10-28,41,Female,Toronto,,,,2025-06-30,150,Toronto,"Self,  Family or Friend"
CLI000206,Ramirez,Helen,1Housing - 40 Oak,1986-02-05,39,Male,,,,,2022-03-11,1357,Toronto,"Self,  Family or Friend"
CLI000207,Bennett,Jason,ETS Employment and Training Services,1979-07-20,46,Male,,,,,2018-11-22,2562,Toronto,"Self,  Family or Friend"
CLI000208,Walker,Angela,Intensive Outreach Team (Scarborough),2001-01-01,24,Male,East York,,,,2024-12-09,353,Toronto,The Access Point
CLI000209,Young,Jeffrey,ETS Employment and Training Services,1985-07-03,40,Female,,,,,2021-11-12,1476,Toronto,"Self,  Family or Friend"
CLI000210,Rivera,Christine,ETS Employment and Training Services,1980-01-01,45,Male,,,,,2023-06-26,885,Toronto,"Self,  Family or Friend"
CLI000211,James,Gregory,Somali Program,1970-01-01,55,Female,Toronto,,,,2010-06-21,5638,Toronto,"Self,  Family or Friend"
CLI000212,Castillo,Stephanie,ETS Employment and Training Services,1984-12-31,40,Do not know,,,,,2024-08-01,483,Toronto,"Self,  Family or Friend"
CLI000213,Wright,Rebecca,Dan Harrison DROP-IN,1979-02-16,46,Male,,,,,2020-10-02,1882,Toronto,"Self,  Family or Friend"
CLI000214,Alvarez,Stephen,Court Diversion - Ontario Court of Justice 10 Armoury,1990-01-19,35,Male,,,,,2023-06-27,884,Toronto,Other
CLI000215,Williams,Kevin,Court Diversion - College Park,1980-04-15,45,Male,,,,,2015-09-15,3726,Toronto,Other
CLI000216,Gonzales,Kathleen,Community Advocacy Program,1980-11-17,45,Do not know,,,,,2023-09-26,793,Toronto,"Self,  Family or Friend"
CLI000217,King,Nicole,ETS Employment and Training Services,1980-05-07,45,Male,Toronto,,,,2024-10-16,407,Toronto,"Self,  Family or Friend"
CLI000218,Clark,Rebecca,ETS Employment and Training Services,1986-05-19,39,Male,Toronto,,,,2024-11-07,385,Toronto,"Self,  Family or Friend"
CLI000219,Ward,Patrick,ETS Employment Ontario,1974-01-01,51,Male,,,,,2022-12-22,1071,Toronto,Internal Source
CLI000220,Diaz,Donna,ETS Employment and Training Services,1974-01-01,51,Male,,,,,2022-12-22,1071,Toronto,"Self,  Family or Friend"
CLI000221,Martinez,Nicholas,Community Advocacy Program,1997-10-02,28,Female,,,,,2024-04-19,587,Toronto,Internal Source
CLI000222,Bell,Carol,ETS TESS - Career Exploration,1973-06-25,52,Male,,,,,2024-08-26,458,Toronto,"Self,  Family or Friend"
CLI000223,Patel,Susan,ETS Employment and Training Services,1993-06-20,32,Male,,,,,2023-11-22,736,Toronto,"Self,  Family or Friend"
CLI000224,Perry,Jessica,ETS Employment Ontario,1993-06-20,32,Male,,,,,2023-11-22,736,Toronto,"Self,  Family or Friend"
CLI000225,Gonzales,Heather,1Housing - 20 Palace,1977-01-02,48,Female,,,,,2023-08-25,825,Toronto,"Self,  Family or Friend"
CLI000226,Howard,James,Somali Program,1969-07-15,56,Female,North York,,,,2023-12-14,714,Toronto,"Self,  Family or Friend"
CLI000227,Murphy,Christopher,ETS Employment Ontario,1990-06-17,35,Male,,,,,2021-03-08,1725,Toronto,"Self,  Family or Friend"
CLI000228,Martin,Virginia,ETS Employment and Training Services,1990-06-17,35,Male,,,,,2021-02-12,1749,Toronto,"Self,  Family or Friend"
CLI000229,Diaz,Michael,Community Advocacy Program,1980-03-03,45,Do not know,,,,,2024-05-24,552,Toronto,Internal Source
CLI000230,Baker,Maria,ETS Employment and Training Services,1998-09-29,27,Female,,,,,2024-05-07,569,Toronto,"Self,  Family or Friend"
CLI000231,Morris,Donald,ETS Employment and Training Services,1991-07-19,34,Male,,,,,2024-08-15,469,Toronto,"Self,  Family or Friend"
CLI000232,Perry,Melissa,ETS Employment Ontario,1991-07-19,34,Male,,,,,2024-08-15,469,Toronto,"Self,  Family or Friend"
CLI000233,Ortiz,Sandra,ETS Employment Ontario,1966-04-10,59,Female,,,,,2022-03-04,1364,Toronto,"Self,  Family or Friend"
CLI000234,Adams,Diane,ETS Employment and Training Services,1966-04-10,59,Female,,,,,2022-03-03,1365,Toronto,"Self,  Family or Friend"
CLI000235,Bennett,Kimberly,ETS Wrap Around Supports,1966-04-10,59,Female,,,,,2022-03-04,1364,Toronto,"Self,  Family or Friend"
CLI000236,Myers,Andrew,ETS Employment and Training Services,1983-07-06,42,Female,Toronto,,,,2025-08-12,107,Toronto,"Self,  Family or Friend"
CLI000237,Cox,Jason,ETS Employment Ontario,1981-04-01,44,Do not know,,,,,2023-11-10,748,Toronto,"Self,  Family or Friend"
CLI000238,Cooper,Ronald,ETS Employment and Training Services,1981-04-01,44,Do not know,,,,,2023-11-10,748,Toronto,"Self,  Family or Friend"
CLI000239,Gonzales,Dennis,ETS Employment and Training Services,1996-03-19,29,Female,,,,,2023-08-01,849,Toronto,"Self,  Family or Friend"
CLI000240,Powell,Benjamin,ETS Path to Employment,1996-03-19,29,Female,,,,,2023-08-02,848,Toronto,"Self,  Family or Friend"
CLI000241,Richardson,Angela,ETS Employment Ontario Follow Up,1976-07-10,49,Female,,,,,2019-11-28,2191,Toronto,"Self,  Family or Friend"
CLI000242,Rogers,George,ETS Employment and Training Services,1976-07-10,49,Female,,,,,2019-09-17,2263,Toronto,"Self,  Family or Friend"
CLI000243,Bailey,Brian,ETS Employment Ontario,1976-07-10,49,Female,,,,,2019-09-17,2263,Toronto,Internal Source
CLI000244,Morgan,Stephen,ETS SSTEP,1981-06-20,44,Female,,,,,2023-09-28,791,Toronto,"Self,  Family or Friend"
CLI000245,Martin,Jose,HOP - Hostel Outreach Program,1969-04-15,56,Female,Toronto,,,,2023-10-25,764,Toronto,"Other institution (e.g. rehabilitation,  long term care) "
CLI000246,Edwards,Emma,ETS Employment Ontario Follow Up,1984-12-04,40,Female,,,,,2021-12-10,1448,Toronto,"Self,  Family or Friend"
CLI000247,Ross,Charles,ETS Employment and Training Services,1984-12-04,40,Female,,,,,2020-11-26,1827,Toronto,"Self,  Family or Friend"
CLI000248,Lewis,Cynthia,ETS Employment and Training Services,1964-06-21,61,Female,,,,,2019-12-17,2172,Toronto,"Self,  Family or Friend"
CLI000249,Sanders,Ethan,ETS Employment and Training Services,1980-02-19,45,Female,,,,,2021-02-12,1749,Toronto,"Self,  Family or Friend"
CLI000250,Evans,Katherine,ETS Employment Ontario,1980-02-19,45,Female,,,,,2021-04-08,1694,Toronto,"Self,  Family or Friend"
CLI000251,Nguyen,Barbara,ETS Employment Ontario Follow Up,1965-05-25,60,Do not know,,,,,2023-03-20,983,Toronto,"Self,  Family or Friend"
CLI000252,Peterson,Carolyn,STOP,1967-12-05,57,Male,Toronto,,,,2025-08-13,106,Toronto,External Source
CLI000253,Stewart,Samuel,1Housing - Housing Help,1967-05-12,58,Male,Toronto,,,Medium,2025-09-02,86,Toronto,"Self,  Family or Friend"
CLI000254,Ross,Robert,ETS TESS - Career Exploration,1998-04-30,27,Do not know,,,,,2024-01-29,668,Toronto,"Self,  Family or Friend"
CLI000255,Young,Anna,ETS Employment and Training Services,1998-04-30,27,Do not know,,,,,2024-01-18,679,Toronto,"Self,  Family or Friend"
CLI000256,Green,Emma,ETS Employment and Training Services,1993-06-23,32,Do not know,,,,,2022-11-23,1100,Toronto,"Other institution (e.g. rehabilitation,  long term care) "
CLI000257,Foster,Brandon,ETS Employment Ontario,1993-06-23,32,Do not know,,,,,2022-11-23,1100,Toronto,"Self,  Family or Friend"
CLI000258,Long,Lisa,ETS Employment Ontario,1979-06-30,46,Female,,,,,2023-03-02,1001,Toronto,Internal Source
CLI000259,Morales,Ashley,ETS Employment and Training Services,1979-06-30,46,Female,,,,,2023-02-23,1008,Toronto,Internal Source
CLI000260,Roberts,Jacob,Refugees Housing Support and System Navigation,1985-01-03,40,Female,Mississauga,,,,2025-11-06,21,Toronto,"Self,  Family or Friend"
CLI000261,Taylor,Patrick,ETS Employment and Training Services,1986-02-16,39,Male,,,,,2024-04-16,590,Toronto,"Self,  Family or Friend"
CLI000262,Stewart,George,ETS Employment and Training Services,1978-12-25,46,Male,Toronto,,,,2025-01-22,309,Toronto,External Source
CLI000263,Ross,Ashley,ETS Employment Ontario,1978-12-25,46,Male,Toronto,,,,2025-01-22,309,Toronto,Internal Source
CLI000264,Evans,Katherine,ETS Employment and Training Services,1981-05-05,44,Do not know,,,,,2021-06-29,1612,Toronto,"Self,  Family or Friend"
CLI000265,Cook,Gary,ETS Employment and Training Services,1988-04-08,37,Male,,,,,2020-02-20,2107,Toronto,"Self,  Family or Friend"
CLI000266,Russell,Diane,ETS Employment Ontario Follow Up,1988-04-08,37,Male,,,,,2020-12-15,1808,Toronto,"Self,  Family or Friend"
CLI000267,Young,Joan,ETS Employment and Training Services,1992-06-28,33,Female,,,,,2024-07-03,512,Toronto,"Self,  Family or Friend"
CLI000268,Wright,Joshua,Housing - Houselink,1996-02-02,29,Male,Toronto,,,,2023-11-02,756,Toronto,"Other institution (e.g. rehabilitation,  long term care) "
CLI000269,Miller,Adam,ETS Employment and Training Services,1989-01-02,36,Female,,,,,2023-12-28,700,Toronto,"Self,  Family or Friend"
CLI000270,Reed,Lisa,Court Diversion - College Park,1988-08-16,37,Female,,,,,2015-11-04,3676,Toronto,Other
CLI000271,Sanchez,Emily,ETS Employment and Training Services,1966-11-27,59,Male,,,,,2021-02-22,1739,Toronto,"Self,  Family or Friend"
CLI000272,Lopez,Thomas,ETS Employment Ontario,1966-11-27,59,Male,,,,,2021-04-12,1690,Toronto,"Self,  Family or Friend"
CLI000273,Nelson,Angela,CSS East - Tamil Program,1983-05-21,42,Female,Scarborough,,,,2024-04-23,583,Toronto,"Other institution (e.g. rehabilitation,  long term care) "
CLI000274,Lee,Patrick,Court Diversion - Ontario Court of Justice 10 Armoury,1976-10-23,49,Male,Toronto,,,High,2025-10-27,31,Toronto,External Source
CLI000275,Sanders,Gary,ETS Employment and Training Services,1978-07-13,47,Male,,,,,2020-03-05,2093,Toronto,"Self,  Family or Friend"
CLI000276,Cooper,Jonathan,1Housing - 20 Palace,1970-11-12,55,Male,Toronto,,,,2024-11-20,372,Toronto,"Self,  Family or Friend"
CLI000277,Morgan,Matthew,ETS Employment and Training Services,1968-09-08,57,Male,Toronto,,,,2024-11-05,387,Toronto,"Self,  Family or Friend"
CLI000278,Wood,Deborah,ETS LEARN,1968-09-08,57,Male,Toronto,,,,2025-01-20,311,Toronto,"Self,  Family or Friend"
CLI000279,Barnes,Carol,ETS Employment and Training Services,1988-08-31,37,Female,,,,,2023-10-26,763,Toronto,"Self,  Family or Friend"
CLI000280,Morris,Ethan,Pearson Community Bridging Project,1997-09-09,28,Male,,,,,2025-04-22,219,Toronto,"Self,  Family or Friend"
CLI000281,Ross,Benjamin,ETS Employment Ontario Follow Up,1989-04-07,36,Female,,,,,2020-12-15,1808,Toronto,"Self,  Family or Friend"
CLI000282,Jenkins,James,ETS Employment and Training Services,1989-04-07,36,Female,,,,,2020-06-11,1995,Toronto,"Self,  Family or Friend"
CLI000283,Green,Michael,Court Diversion - Old City Hall,1998-10-28,27,Male,,,,,2019-11-14,2205,Toronto,"Other institution (e.g. rehabilitation,  long term care) "
CLI000284,Diaz,Zachary,ETS LEARN,1990-10-26,35,Female,North York,,,,2025-01-20,311,Toronto,"Self,  Family or Friend"
CLI000285,Romero,David,ETS Employment and Training Services,1990-10-26,35,Female,North York,,,,2024-12-30,332,Toronto,"Self,  Family or Friend"
CLI000286,Peterson,Mark,ETS Employment and Training Services,1990-02-15,35,Female,,,,,2024-08-09,475,Toronto,"Self,  Family or Friend"
CLI000287,Castillo,Alexander,Community Advocacy Program,1968-04-12,57,Do not know,,,,,2023-08-31,819,Toronto,"Self,  Family or Friend"
CLI000288,Jenkins,Katherine,Community Advocacy Program,1982-11-11,43,Do not know,toronto,,,,2025-07-02,148,Toronto,"Self,  Family or Friend"
CLI000289,Hughes,Jessica,ETS Employment and Training Services,1982-11-11,43,Do not know,toronto,,,,2025-06-02,178,Toronto,"Self,  Family or Friend"
CLI000290,Nelson,Stephen,ETS Employment and Training Services,1984-03-08,41,Female,,,,,2019-08-19,2292,Toronto,"Other institution (e.g. rehabilitation,  long term care) "
CLI000291,Thomas,Andrew,ETS Employment Ontario Follow Up,1984-03-08,41,Female,,,,,2019-12-04,2185,Toronto,"Self,  Family or Friend"
CLI000292,Bailey,Zachary,ETS SSTEP,1996-05-04,29,Female,,,,,2021-07-21,1590,Toronto,Internal Source
CLI000293,Scott,Carolyn,ETS Employment Ontario,1996-05-04,29,Female,,,,,2021-07-21,1590,Toronto,Internal Source
CLI000294,Johnson,Matthew,ETS Employment and Training Services,1996-05-04,29,Female,,,,,2021-07-21,1590,Toronto,Internal Source
CLI000295,Kim,Virginia,1Housing - 20 Palace,1975-11-12,50,Male,Toronto,,,,2024-11-20,372,Toronto,"Self,  Family or Friend"
CLI000296,Murphy,Melissa,ETS Employment Ontario,1989-01-15,36,Transgender Male,,,,,2021-08-31,1549,Toronto,"Other institution (e.g. rehabilitation,  long term care) "
CLI000297,Green,Stephanie,CSS West/40 Oak,1965-04-11,60,Male,Toronto,,,,2023-02-16,1015,Toronto,"Self,  Family or Friend"
CLI000298,Vasquez,Jessica,ETS Employment and Training Services,1957-10-10,68,Female,,,,,2022-10-04,1150,Toronto,"Self,  Family or Friend"
CLI000299,Jenkins,Daniel,Court Dual Diagnosis Justice Program,1998-06-16,27,Female,,,,High,2021-09-20,1529,Toronto,"Other institution (e.g. rehabilitation,  long term care) "
CLI000300,Sanchez,Linda,ETS Employment Ontario,1970-07-16,55,Male,,,,,2020-05-14,2023,Toronto,"Self,  Family or Friend"
CLI000301,Torres,Melissa,ETS Employment and Training Services,1970-07-16,55,Male,,,,,2020-05-13,2024,Toronto,"Other institution (e.g. rehabilitation,  long term care) "
CLI000302,Jenkins,Christopher,ETS Job Development,1970-07-16,55,Male,,,,,2021-08-12,1568,Toronto,Internal Source
CLI000303,Hernandez,Pamela,ETS TESS - Career Exploration,1970-07-16,55,Male,,,,,2020-05-13,2024,Toronto,Internal Source
CLI000304,Anderson,Ashley,Bridging Housing and Community Stabilization,1970-07-16,55,Male,,,,,2020-07-15,1961,Toronto,Internal Source
CLI000305,Bennett,Ashley,1Housing - 704 Mortimer,1997-07-19,28,Male,,,,,2024-11-21,371,Toronto,"Self,  Family or Friend"
CLI000306,Castillo,Ashley,1Housing - 40 Oak,1997-07-19,28,Male,,,,,2022-05-10,1297,Toronto,"Self,  Family or Friend"
CLI000307,Ward,Amanda,CDSS Coordinated Access,1998-02-22,27,Male,,,,,2025-10-29,29,Toronto,External Source
CLI000308,Wilson,Sarah,HART Hub,1998-02-22,27,Male,,,,,2025-10-29,29,Toronto,"Self,  Family or Friend"
CLI000309,Ward,Stephen,1Housing - THP LHIN,1987-04-08,38,Male,,,,,2024-05-22,554,Toronto,"Other institution (e.g. rehabilitation,  long term care) "
CLI000310,Kelly,Kevin,ETS Employment and Training Services,1984-07-19,41,Female,,,,,2024-08-12,472,Toronto,"Self,  Family or Friend"
CLI000311,Chavez,Shirley,ETS Employment and Training Services,1991-11-20,34,Female,,,,,2019-12-04,2185,Toronto,"Self,  Family or Friend"
CLI000312,Bailey,Helen,ETS Employment Ontario,1991-11-20,34,Female,,,,,2019-12-12,2177,Toronto,Internal Source
CLI000313,Thomas,Gregory,ETS Employment Ontario,1975-10-25,50,Do not know,,,,,2023-11-07,751,Toronto,"Self,  Family or Friend"
CLI000314,Rodriguez,Julie,ETS Employment and Training Services,1975-10-25,50,Do not know,,,,,2023-11-07,751,Toronto,"Self,  Family or Friend"
CLI000315,Harris,Patrick,ETS Employment and Training Services,1990-09-09,35,Male,,,,,2020-10-19,1865,Toronto,"Self,  Family or Friend"
CLI000316,Johnson,Matthew,HART Hub,1990-02-04,35,Male,,,,,2025-11-26,1,Toronto,"Self,  Family or Friend"
CLI000317,Mitchell,Linda,CSS East,1990-08-18,35,Male,Scarborough,,,,2025-11-03,24,Toronto,The Access Point
CLI000318,Lewis,Christina,ETS Employment Ontario,1978-01-09,47,Female,,,,,2024-06-20,525,Toronto,"Self,  Family or Friend"
CLI000319,Howard,Kimberly,Refugees Housing Support and System Navigation,1978-01-09,47,Female,,,,,2025-07-28,122,Toronto,Internal Source
CLI000320,Allen,Nicholas,HOP Indigenous Case Management,1994-03-08,31,Female,,,,,2025-08-27,92,Toronto,The Access Point
CLI000321,James,Paul,ETS Employment Ontario,1981-12-27,43,Do not know,,,,,2020-07-30,1946,Toronto,"Self,  Family or Friend"
CLI000322,Martinez,Kelly,ETS Employment and Training Services,1981-12-27,43,Do not know,,,,,2020-11-05,1848,Toronto,"Self,  Family or Friend"
CLI000323,Davis,Sarah,ETS Employment and Training Services,1980-09-17,45,Female,,,,,2019-08-06,2305,Toronto,"Self,  Family or Friend"
CLI000324,Martin,Benjamin,ETS Employment and Training Services,1980-04-28,45,Male,,,,,2019-09-25,2255,Toronto,"Self,  Family or Friend"
CLI000325,Jenkins,Betty,ETS Employment and Training Services,1976-07-03,49,Male,,,,,2018-09-27,2618,Toronto,"Self,  Family or Friend"
CLI000326,Hill,Zachary,Bridging Housing and Community Stabilization,1970-10-30,55,Female,,,,,2018-10-29,2586,Toronto,"Self,  Family or Friend"
CLI000327,Ruiz,Jason,CSS West - SHORT TERM,1976-01-11,49,Male,,,,,2019-01-21,2502,Toronto,"Other institution (e.g. rehabilitation,  long term care) "
CLI000328,Ross,Noah,1Housing - 418 Dawes,1986-02-20,39,Female,,,,,2023-07-21,860,Toronto,"Self,  Family or Friend"
CLI000329,Cruz,Karen,Bridging Steps to Support,1971-06-18,54,Male,Toronto,,,,2025-11-13,14,Toronto,"Self,  Family or Friend"
CLI000330,Morgan,Larry,ETS Employment and Training Services,1980-01-24,45,Female,,,,,2023-08-25,825,Toronto,"Self,  Family or Friend"
CLI000331,Russell,Maria,ETS Employment Ontario,1980-01-24,45,Female,,,,,2023-08-25,825,Toronto,Internal Source
CLI000332,Cox,Jacob,ETS Employment Ontario,1969-05-03,56,Female,,,,,2020-08-24,1921,Toronto,"Self,  Family or Friend"
CLI000333,Diaz,Evelyn,ETS Employment and Training Services,1969-05-03,56,Female,,,,,2019-10-28,2222,Toronto,"Other institution (e.g. rehabilitation,  long term care) "
CLI000334,Powell,Julie,ETS Job Development,1969-05-03,56,Female,,,,,2021-01-25,1767,Toronto,"Self,  Family or Friend"
CLI000335,Reed,Anthony,Court Diversion - Ontario Court of Justice 10 Armoury,1959-02-11,66,Male,,,,High,2025-06-25,155,Toronto,External Source
CLI000336,Murphy,Angela,1Housing - Kingston Road (4626 & 4628),1967-02-05,58,Male,Toronto,,,Medium,2025-08-21,98,Toronto,External Source
CLI000337,Watson,Rebecca,1Housing - 20 Palace,1969-06-19,56,Female,,,,,2023-08-25,825,Toronto,"Self,  Family or Friend"
CLI000338,Rivera,Brenda,Somali Program,1996-03-15,29,Male,TORONTO,,,,2020-10-15,1869,Toronto,"Self,  Family or Friend"
CLI000339,Wright,Michael,ETS Employment and Training Services,1996-03-15,29,Male,TORONTO,,,,2020-06-29,1977,Toronto,"Other institution (e.g. rehabilitation,  long term care) "
