client_id,first_name,last_name,email,phone,dob,program_name,admission_date,discharge_date,program_status,referral_source,receiving_services,support_workers,notes
CID100153,TestFirst--153,TestLast--153,test153@example.com,+918019013691,2024-02-12,Employment Assistance,2025-08-26,2023-03-11,pending,Agency B,no,Dr. Singh,Duplicate with status difference
CID100154,TestFirst--154,TestLast--154,test154@example.com,+917858152395,2023-07-21,Family Support,2024-08-25,2024-02-28,pending,Agency B,no,Dr. Singh,Primary enrollment
CID100155,TestFirst--155,TestLast--155,test155@example.com,+916388199157,2025-05-22,Counselling,2024-06-20,2022-12-07,discharged,School,no,"Rita Kumar, Sunil Iyer",Duplicate with status difference
CID100156,TestFirst--156,TestLast--156,test156@example.com,+916788317337,2023-04-13,Housing Support,2025-02-09,2024-08-26,discharged,Agency B,yes,Sonia Rao,Duplicate-case 1
CID100157,TestFirst--157,TestLast--157,test157@example.com,+919655680230,2025-03-11,Addiction Counselling,2025-10-04,2024-03-11,active,Self,yes,Sonia Rao,support workers different order
CID100158,TestFirst--158,TestLast--158,test158@example.com,+917266997330,2023-05-01,Employment Assistance,2023-01-28,2023-01-22,discharged,School,yes,Asha Patel,Duplicate-case 1
CID100159,TestFirst--159,TestLast--159,test159@example.com,+917853485377,2024-10-11,Family Support,2022-12-31,2024-08-28,discharged,Outreach,yes,Rita Kumar,Duplicate-case 1
CID100160,TestFirst--160,TestLast--160,test160@example.com,+917294411726,2025-03-21,Counselling,2022-12-02,2025-11-07,discharged,Outreach,no,Anil Verma,support workers lowercase
CID100161,TestFirst--161,TestLast--161,test161@example.com,+919418859854,2024-04-22,Housing Support,2025-01-09,2023-05-05,pending,School,yes,Sonia Rao,Initial enrollment
CID100162,TestFirst--162,TestLast--162,test162@example.com,+919090669391,2024-05-09,Addiction Counselling,2023-06-02,2025-10-23,active,Self,no,Sonia Rao,Duplicate with status difference
CID100163,TestFirst--163,TestLast--163,test163@example.com,+916542831399,2024-04-23,Employment Assistance,2024-01-20,2023-06-15,discharged,Agency C,no,Anil Verma,Duplicate-case 1
CID100164,TestFirst--164,TestLast--164,test164@example.com,+916412485649,2025-01-02,Family Support,2023-07-24,2025-10-24,pending,Outreach,yes,Asha Patel,Duplicate with status difference
CID100165,TestFirst--165,TestLast--165,test165@example.com,+919161836427,2025-06-03,Counselling,2025-05-25,2022-12-08,discharged,Self,yes,"Rita Kumar, Sunil Iyer",Initial enrollment
CID100166,TestFirst--166,TestLast--166,test166@example.com,+916469839283,2024-10-08,Housing Support,2025-10-13,2024-06-26,active,Clinic,no,"Rita Kumar, Sunil Iyer",Duplicate-case 1
CID100167,TestFirst--167,TestLast--167,test167@example.com,+918280521884,2024-10-05,Addiction Counselling,2024-05-31,2024-12-27,active,Hospital,no,Rita Kumar,Primary enrollment
CID100168,TestFirst--168,TestLast--168,test168@example.com,+917544965041,2024-09-06,Employment Assistance,2025-06-11,2025-04-26,active,Self,no,"sunil iyer, Rita Kumar",Duplicate with status difference
CID100169,TestFirst--169,TestLast--169,test169@example.com,+917338489579,2023-06-23,Family Support,2022-12-25,2024-03-13,discharged,Agency C,no,"sunil iyer, Rita Kumar",Primary enrollment
CID100170,TestFirst--170,TestLast--170,test170@example.com,+919632669347,2024-04-07,Counselling,2025-02-01,2024-07-09,discharged,Agency C,yes,Dr. Singh,support workers lowercase
CID100171,TestFirst--171,TestLast--171,test171@example.com,+917025582513,2023-04-11,Housing Support,2025-09-27,2025-01-01,active,School,yes,Asha Patel,support workers lowercase
CID100172,TestFirst--172,TestLast--172,test172@example.com,+919441106539,2025-05-06,Addiction Counselling,2023-05-24,2023-07-28,discharged,Clinic,yes,Asha Patel,Primary enrollment
CID100173,TestFirst--173,TestLast--173,test173@example.com,+918890716039,2024-01-29,Employment Assistance,2023-12-30,2024-01-08,active,Agency B,no,Anil Verma,support workers different order
CID100174,TestFirst--174,TestLast--174,test174@example.com,+919139579278,2024-11-05,Family Support,2024-08-10,2025-08-10,active,Agency B,yes,Asha Patel,Primary enrollment
CID100175,TestFirst--175,TestLast--175,test175@example.com,+919843930488,2024-12-08,Counselling,2024-09-18,2022-12-05,active,Hospital,no,"sunil iyer, Rita Kumar",Duplicate-case 1
CID100176,TestFirst--176,TestLast--176,test176@example.com,+918100492658,2024-08-14,Housing Support,2024-06-16,2023-04-06,pending,Hospital,no,Rita Kumar,Duplicate with status difference
CID100177,TestFirst--177,TestLast--177,test177@example.com,+917758801924,2023-04-11,Addiction Counselling,2025-02-20,2025-10-14,discharged,Agency B,yes,"sunil iyer, Rita Kumar",Initial enrollment
CID100178,TestFirst--178,TestLast--178,test178@example.com,+918848577494,2024-08-30,Employment Assistance,2025-03-19,2023-02-23,active,Agency C,no,Asha Patel,Initial enrollment
CID100179,TestFirst--179,TestLast--179,test179@example.com,+919489094745,2023-12-17,Family Support,2023-02-03,2025-11-18,pending,Outreach,no,"Rita Kumar, Sunil Iyer",support workers different order
CID100180,TestFirst--180,TestLast--180,test180@example.com,+916602535423,2024-05-01,Counselling,2024-05-10,2023-12-09,discharged,Agency B,no,"Rita Kumar, Sunil Iyer",Initial enrollment
CID100181,TestFirst--181,TestLast--181,test181@example.com,+919180557639,2023-03-23,Housing Support,2025-04-17,2024-06-01,discharged,Agency A,no,"sunil iyer, Rita Kumar",Duplicate-case 2 - different referral_source
CID100182,TestFirst--182,TestLast--182,test182@example.com,+916338910863,2024-10-18,Addiction Counselling,2023-07-29,2025-04-29,pending,Agency B,no,Rita Kumar,Duplicate-case 2 - different referral_source
CID100183,TestFirst--183,TestLast--183,test183@example.com,+916071576382,2024-03-28,Employment Assistance,2025-11-27,2025-08-24,discharged,Outreach,no,"sunil iyer, Rita Kumar",Duplicate with status difference
CID100184,TestFirst--184,TestLast--184,test184@example.com,+916661612792,2023-10-28,Family Support,2023-10-06,2023-03-03,discharged,Agency A,no,"Rita Kumar,Sunil Iyer",Initial enrollment
CID100185,TestFirst--185,TestLast--185,test185@example.com,+919655202971,2024-03-28,Counselling,2023-07-11,2024-05-28,pending,Clinic,no,Dr. Singh,Duplicate with status difference
CID100186,TestFirst--186,TestLast--186,test186@example.com,+918539737083,2024-03-07,Housing Support,2025-03-31,2025-08-14,active,Agency B,yes,"sunil iyer, Rita Kumar",support workers lowercase
CID100187,TestFirst--187,TestLast--187,test187@example.com,+918707212222,2023-07-28,Addiction Counselling,2025-09-02,2024-03-03,discharged,Agency B,no,Asha Patel,support workers different order
CID100188,TestFirst--188,TestLast--188,test188@example.com,+918082352398,2023-04-20,Employment Assistance,2025-05-19,2023-05-04,pending,School,yes,Asha Patel,support workers lowercase
CID100189,TestFirst--189,TestLast--189,test189@example.com,+919697514678,2023-01-02,Family Support,2023-04-10,2024-10-01,active,Hospital,no,Anil Verma,Duplicate-case 1
CID100190,TestFirst--190,TestLast--190,test190@example.com,+917849464159,2025-04-01,Counselling,2023-08-18,2025-11-08,pending,Hospital,no,Rita Kumar,support workers different order
CID100191,TestFirst--191,TestLast--191,test191@example.com,+917256646214,2025-07-25,Housing Support,2025-03-14,2024-09-24,discharged,Agency C,yes,Dr. Singh,support workers lowercase
CID100192,TestFirst--192,TestLast--192,test192@example.com,+919478516962,2023-05-14,Addiction Counselling,2023-01-23,2024-03-31,discharged,Hospital,yes,Asha Patel,Initial enrollment
CID100193,TestFirst--193,TestLast--193,test193@example.com,+916780618877,2025-01-09,Employment Assistance,2023-06-06,2024-12-08,pending,School,yes,"sunil iyer, Rita Kumar",Duplicate with status difference
CID100194,TestFirst--194,TestLast--194,test194@example.com,+919505179743,2025-07-05,Family Support,2023-12-12,2023-11-15,active,Agency B,yes,Sonia Rao,Primary enrollment
CID100195,TestFirst--195,TestLast--195,test195@example.com,+917792357660,2023-08-01,Counselling,2023-05-13,2025-06-28,active,Agency C,yes,"Rita Kumar, Sunil Iyer",support workers different order
CID100196,TestFirst--196,TestLast--196,test196@example.com,+918177454236,2024-09-22,Housing Support,2025-01-20,2023-12-27,discharged,Clinic,no,Sonia Rao,Duplicate with status difference
CID100197,TestFirst--197,TestLast--197,test197@example.com,+919797364461,2023-12-21,Addiction Counselling,2025-08-25,2024-09-04,discharged,Self,yes,Sonia Rao,Primary enrollment
CID100198,TestFirst--198,TestLast--198,test198@example.com,+917350914332,2024-10-08,Employment Assistance,2023-04-20,2024-01-20,pending,Agency A,yes,"Rita Kumar,Sunil Iyer",Duplicate with status difference
CID100199,TestFirst--199,TestLast--199,test199@example.com,+919374189704,2023-04-19,Family Support,2023-12-10,2024-02-06,pending,Clinic,no,Anil Verma,support workers different order
CID100200,TestFirst--200,TestLast--200,test200@example.com,+916681612500,2024-11-11,Counselling,2024-10-05,2024-11-24,discharged,School,no,Asha Patel,Duplicate with status difference
CID100201,TestFirst--201,TestLast--201,test201@example.com,+918339350157,2024-08-05,Housing Support,2024-06-09,2024-11-13,discharged,Outreach,no,Anil Verma,support workers different order
CID100202,TestFirst--202,TestLast--202,test202@example.com,+916580037430,2024-04-18,Addiction Counselling,2023-05-06,2025-09-11,active,Agency B,yes,Anil Verma,support workers lowercase
CID100203,TestFirst--203,TestLast--203,test203@example.com,+917615375979,2023-08-29,Employment Assistance,2023-12-12,2024-05-03,pending,Hospital,yes,Rita Kumar,Initial enrollment
CID100204,TestFirst--204,TestLast--204,test204@example.com,+918180422744,2024-09-29,Family Support,2023-11-15,2023-11-01,active,Agency B,no,Anil Verma,Primary enrollment
CID100205,TestFirst--205,TestLast--205,test205@example.com,+917781458679,2023-04-06,Counselling,2023-03-19,2022-12-16,active,Outreach,no,Asha Patel,Duplicate-case 2 - different referral_source
CID100206,TestFirst--206,TestLast--206,test206@example.com,+916392371951,2025-06-25,Housing Support,2023-10-23,2024-03-29,active,Agency C,yes,Anil Verma,support workers different order
CID100207,TestFirst--207,TestLast--207,test207@example.com,+919309533547,2023-01-09,Addiction Counselling,2024-03-30,2023-08-24,active,Clinic,no,"Rita Kumar, Sunil Iyer",support workers different order
CID100208,TestFirst--208,TestLast--208,test208@example.com,+916790085706,2023-11-16,Employment Assistance,2025-11-08,2024-07-21,discharged,Outreach,yes,"Rita Kumar,Sunil Iyer",Duplicate with status difference
CID100209,TestFirst--209,TestLast--209,test209@example.com,+916996154167,2024-11-15,Family Support,2024-08-31,2024-04-07,pending,Agency B,no,"sunil iyer, Rita Kumar",Initial enrollment
CID100210,TestFirst--210,TestLast--210,test210@example.com,+917427598903,2025-11-16,Counselling,2024-07-20,2025-01-06,discharged,Agency A,yes,"Rita Kumar,Sunil Iyer",support workers different order
CID100211,TestFirst--211,TestLast--211,test211@example.com,+919526487311,2024-01-18,Housing Support,2024-04-24,2025-10-31,pending,Agency C,no,Asha Patel,Duplicate with status difference
CID100212,TestFirst--212,TestLast--212,test212@example.com,+919857525886,2024-12-10,Addiction Counselling,2025-06-05,2025-11-26,discharged,Agency B,no,Dr. Singh,Duplicate-case 2 - different referral_source
CID100213,TestFirst--213,TestLast--213,test213@example.com,+917660432320,2024-03-17,Employment Assistance,2025-11-16,2024-02-03,discharged,Hospital,yes,Anil Verma,Primary enrollment
CID100214,TestFirst--214,TestLast--214,test214@example.com,+917606443855,2025-07-17,Family Support,2025-04-17,2024-08-02,active,Agency B,no,Rita Kumar,support workers lowercase
CID100215,TestFirst--215,TestLast--215,test215@example.com,+919905839277,2024-03-11,Counselling,2024-12-07,2025-04-10,pending,Clinic,yes,"Rita Kumar,Sunil Iyer",Primary enrollment
CID100216,TestFirst--216,TestLast--216,test216@example.com,+917226586805,2025-09-11,Housing Support,2023-03-07,2023-04-11,active,Clinic,no,"Rita Kumar, Sunil Iyer",support workers different order
CID100217,TestFirst--217,TestLast--217,test217@example.com,+918754506254,2025-04-26,Addiction Counselling,2023-12-16,2025-10-05,discharged,Clinic,no,"sunil iyer, Rita Kumar",Duplicate-case 1
CID100218,TestFirst--218,TestLast--218,test218@example.com,+919343677889,2023-11-19,Employment Assistance,2024-03-16,2024-12-21,discharged,Self,yes,"Rita Kumar,Sunil Iyer",Duplicate-case 1
CID100219,TestFirst--219,TestLast--219,test219@example.com,+917957238405,2024-03-13,Family Support,2023-04-18,2024-07-06,discharged,Outreach,yes,"Rita Kumar, Sunil Iyer",support workers lowercase
CID100220,TestFirst--220,TestLast--220,test220@example.com,+918102400807,2025-05-06,Counselling,2025-09-04,2025-06-05,active,Outreach,yes,Sonia Rao,Primary enrollment
CID100221,TestFirst--221,TestLast--221,test221@example.com,+916260896529,2024-04-19,Housing Support,2025-05-06,2025-08-12,pending,Agency B,yes,Dr. Singh,support workers lowercase
CID100222,TestFirst--222,TestLast--222,test222@example.com,+919594328854,2022-11-28,Addiction Counselling,2023-11-11,2023-01-27,pending,Clinic,yes,Anil Verma,Primary enrollment
CID100223,TestFirst--223,TestLast--223,test223@example.com,+919883934347,2025-07-14,Employment Assistance,2024-08-25,2023-09-24,pending,School,yes,"Rita Kumar, Sunil Iyer",support workers lowercase
CID100224,TestFirst--224,TestLast--224,test224@example.com,+916313470189,2024-05-28,Family Support,2025-03-17,2025-04-22,discharged,Agency C,yes,Anil Verma,Initial enrollment
CID100225,TestFirst--225,TestLast--225,test225@example.com,+917262902332,2023-10-13,Counselling,2023-07-20,2024-07-24,discharged,School,yes,"Rita Kumar, Sunil Iyer",Duplicate-case 2 - different referral_source
CID100226,TestFirst--226,TestLast--226,test226@example.com,+916281584525,2025-04-26,Housing Support,2025-10-18,2023-12-04,active,Hospital,no,Rita Kumar,Duplicate-case 1
CID100227,TestFirst--227,TestLast--227,test227@example.com,+918380055686,2025-10-04,Addiction Counselling,2023-04-11,2024-04-05,pending,Agency C,yes,Sonia Rao,Initial enrollment
CID100228,TestFirst--228,TestLast--228,test228@example.com,+917296190192,2023-04-25,Employment Assistance,2023-08-14,2024-03-22,active,Self,no,Anil Verma,support workers different order
CID100229,TestFirst--229,TestLast--229,test229@example.com,+918177749789,2023-02-02,Family Support,2025-07-11,2025-01-11,pending,Agency C,yes,Sonia Rao,support workers lowercase
CID100230,TestFirst--230,TestLast--230,test230@example.com,+918518460030,2025-02-18,Counselling,2023-07-25,2024-06-09,active,Agency A,yes,Rita Kumar,Initial enrollment
CID100231,TestFirst--231,TestLast--231,test231@example.com,+916205719868,2024-01-01,Housing Support,2025-07-27,2025-11-07,discharged,Self,yes,Dr. Singh,support workers lowercase
CID100232,TestFirst--232,TestLast--232,test232@example.com,+916805504943,2023-12-31,Addiction Counselling,2025-09-13,2025-09-23,discharged,Agency A,yes,Dr. Singh,Duplicate-case 2 - different referral_source
CID100233,TestFirst--233,TestLast--233,test233@example.com,+918453130366,2024-08-01,Employment Assistance,2025-11-20,2023-12-27,active,Clinic,no,Rita Kumar,Duplicate-case 1
CID100234,TestFirst--234,TestLast--234,test234@example.com,+919338018707,2023-07-25,Family Support,2023-10-31,2023-11-22,discharged,Self,no,Sonia Rao,Duplicate-case 2 - different referral_source
CID100235,TestFirst--235,TestLast--235,test235@example.com,+918572801518,2023-04-01,Counselling,2023-03-28,2025-03-25,discharged,Clinic,no,Rita Kumar,Duplicate-case 1
CID100236,TestFirst--236,TestLast--236,test236@example.com,+917110229357,2024-10-10,Housing Support,2022-12-14,2025-09-18,pending,School,no,Anil Verma,Duplicate-case 1
CID100237,TestFirst--237,TestLast--237,test237@example.com,+918528805912,2023-11-16,Addiction Counselling,2023-08-05,2022-11-30,pending,Self,no,Dr. Singh,Duplicate-case 1
CID100238,TestFirst--238,TestLast--238,test238@example.com,+916853863660,2023-10-14,Employment Assistance,2023-05-17,2023-02-22,pending,Agency C,no,"sunil iyer, Rita Kumar",Duplicate with status difference
CID100239,TestFirst--239,TestLast--239,test239@example.com,+918384963236,2024-08-21,Family Support,2025-02-15,2024-06-21,discharged,Clinic,yes,Asha Patel,Duplicate with status difference
CID100240,TestFirst--240,TestLast--240,test240@example.com,+917761623104,2025-05-06,Counselling,2024-02-26,2025-09-14,active,Agency A,no,Dr. Singh,Duplicate-case 2 - different referral_source
CID100241,TestFirst--241,TestLast--241,test241@example.com,+916082419647,2025-09-23,Housing Support,2024-05-04,2025-07-23,active,Self,yes,Asha Patel,Duplicate-case 1
CID100242,TestFirst--242,TestLast--242,test242@example.com,+917020492936,2024-08-04,Addiction Counselling,2024-11-26,2025-06-17,active,Agency C,yes,Sonia Rao,support workers lowercase
CID100243,TestFirst--243,TestLast--243,test243@example.com,+917443303239,2025-03-23,Employment Assistance,2024-02-02,2023-01-08,discharged,Agency B,yes,Anil Verma,Initial enrollment
